instant,atemp,hum,windspeed,casual,registered,cnt
233,0.1515,0.59,0.1642,0,18,18
234,0.1667,0.59,0.1045,2,10,12
235,0.1515,0.59,0.1642,0,3,3
236,0.1515,0.55,0.194,0,3,3
237,0.1818,0.55,0.1343,0,6,6
238,0.1818,0.55,0.1343,0,27,27
239,0.2273,0.55,0.0,2,97,99
240,0.2121,0.51,0.0896,3,214,217
241,0.197,0.51,0.1642,3,127,130
242,0.2121,0.51,0.1642,3,51,54
243,0.2121,0.47,0.1343,4,31,35
244,0.2273,0.51,0.1045,2,55,57
245,0.2273,0.59,0.0896,6,46,52
246,0.2273,0.59,0.0896,3,60,63
247,0.197,0.8,0.0896,2,45,47
248,0.1515,0.86,0.2239,4,72,76
249,0.1515,0.86,0.2239,6,130,136
250,0.1818,0.93,0.1045,1,94,95
251,0.2273,0.93,0.0,0,51,51
252,0.1515,0.93,0.194,0,32,32
253,0.197,0.86,0.0896,0,20,20
254,0.1818,0.93,0.1045,1,28,29
255,0.197,0.93,0.0896,1,18,19
256,0.197,0.86,0.0896,0,7,7
257,0.1818,0.86,0.1045,0,6,6
258,0.1515,0.86,0.1343,0,1,1
259,0.1515,0.86,0.1642,0,5,5
260,0.1515,0.93,0.1343,0,16,16
261,0.1515,0.69,0.1343,0,54,54
262,0.1667,0.59,0.1642,3,125,128
263,0.1364,0.59,0.3284,3,78,81
264,0.1818,0.55,0.2239,0,39,39
265,0.1818,0.51,0.3881,3,32,35
266,0.1515,0.47,0.5821,3,52,55
267,0.197,0.44,0.3582,0,49,49
268,0.1818,0.47,0.3284,0,44,44
269,0.1667,0.47,0.4179,1,48,49
270,0.197,0.44,0.3284,5,63,68
271,0.1818,0.47,0.3582,0,139,139
272,0.1515,0.47,0.5224,2,135,137
273,0.1515,0.47,0.4179,1,82,83
274,0.1364,0.5,0.3284,2,54,56
275,0.1364,0.55,0.3284,0,57,57
276,0.1212,0.55,0.4478,1,32,33
277,0.1061,0.59,0.4179,1,19,20
278,0.1212,0.59,0.2836,1,6,7
279,0.1212,0.5,0.2836,0,2,2
280,0.1212,0.5,0.3582,0,2,2
281,0.1212,0.5,0.3284,0,3,3
282,0.1212,0.5,0.2537,0,4,4
283,0.1212,0.5,0.2985,0,3,3
284,0.1515,0.54,0.1343,0,28,28
285,0.1515,0.54,0.1343,0,72,72
286,0.1364,0.5,0.194,5,197,202
287,0.1212,0.5,0.3284,2,137,139
288,0.1364,0.5,0.3582,2,36,38
289,0.1667,0.44,0.4478,4,33,37
290,0.1667,0.44,0.4179,3,49,52
291,0.197,0.41,0.4478,2,81,83
292,0.197,0.41,0.3881,3,39,42
293,0.2121,0.38,0.2985,5,55,60
294,0.2121,0.38,0.3582,2,76,78
295,0.1818,0.4,0.2836,4,158,162
296,0.1818,0.4,0.3284,3,141,144
297,0.1515,0.47,0.2537,1,98,99
298,0.1515,0.47,0.2239,0,64,64
299,0.1212,0.46,0.2985,0,40,40
300,0.1212,0.46,0.3284,0,30,30
301,0.1364,0.5,0.194,1,14,15
302,0.1364,0.5,0.194,0,14,14
303,0.1212,0.54,0.1642,0,5,5
304,0.1212,0.54,0.1343,0,1,1
305,0.1364,0.54,0.1045,0,1,1
306,0.1364,0.54,0.0896,0,8,8
307,0.1818,0.54,0.0,0,17,17
308,0.1212,0.74,0.1642,0,70,70
309,0.1667,0.68,0.0,2,156,158
310,0.1515,0.69,0.1343,0,117,117
311,0.1818,0.55,0.194,4,40,44
312,0.1667,0.51,0.2836,6,47,53
313,0.197,0.44,0.2537,2,59,61
314,0.197,0.37,0.3881,4,73,77
315,0.2121,0.41,0.2836,5,59,64
316,0.2424,0.38,0.1642,9,59,68
317,0.2424,0.41,0.1045,3,87,90
318,0.2273,0.41,0.1642,4,155,159
319,0.2576,0.47,0.0,5,134,139
320,0.197,0.59,0.0896,3,89,92
321,0.2424,0.59,0.0,0,68,68
322,0.2273,0.69,0.0,4,48,52
323,0.2273,0.69,0.0,2,34,36
324,0.2424,0.55,0.0,1,26,27
325,0.2424,0.55,0.0,3,25,28
326,0.197,0.59,0.0896,2,18,20
327,0.197,0.59,0.0896,0,12,12
328,0.2273,0.59,0.0,1,7,8
329,0.2273,0.59,0.0,0,5,5
330,0.2273,0.59,0.0,0,1,1
331,0.1667,0.63,0.1045,1,2,3
332,0.2121,0.63,0.0,1,9,10
333,0.1515,0.63,0.1343,1,22,23
334,0.1818,0.64,0.1343,2,31,33
335,0.197,0.59,0.1642,2,57,59
336,0.197,0.55,0.2239,18,54,72
337,0.2273,0.48,0.2239,15,74,89
338,0.2576,0.38,0.2985,21,80,101
339,0.2879,0.39,0.2836,26,92,118
340,0.3182,0.36,0.194,21,108,129
341,0.3333,0.34,0.194,33,95,128
342,0.303,0.36,0.2836,29,54,83
343,0.2879,0.45,0.2537,15,69,84
344,0.303,0.39,0.2537,14,60,74
345,0.303,0.39,0.2537,6,35,41
346,0.303,0.39,0.2239,6,51,57
347,0.3182,0.42,0.1045,0,26,26
348,0.2879,0.45,0.2836,5,39,44
349,0.303,0.56,0.0,6,33,39
350,0.2727,0.56,0.1343,4,19,23
351,0.2879,0.56,0.0896,3,13,16
352,0.2727,0.69,0.0,9,6,15
353,0.2576,0.56,0.1642,0,1,1
354,0.2576,0.56,0.1642,1,1,2
355,0.2576,0.56,0.1642,0,1,1
356,0.2121,0.56,0.2985,0,3,3
357,0.2121,0.55,0.2836,0,18,18
358,0.2121,0.51,0.2537,3,29,32
359,0.2121,0.51,0.2836,8,71,79
360,0.2273,0.44,0.2537,23,70,93
361,0.2121,0.41,0.2836,29,75,104
362,0.2273,0.35,0.2985,23,95,118
363,0.2727,0.36,0.2537,22,69,91
364,0.2424,0.38,0.2537,35,78,113
365,0.2273,0.38,0.2239,22,77,99
366,0.2121,0.37,0.2537,23,82,105
367,0.2121,0.4,0.1642,11,56,67
368,0.197,0.47,0.1343,14,47,61
369,0.197,0.47,0.1642,7,50,57
370,0.197,0.51,0.1642,6,22,28
371,0.2121,0.49,0.1343,2,19,21
372,0.2273,0.4,0.1045,0,18,18
373,0.197,0.47,0.2239,1,16,17
374,0.197,0.44,0.194,1,15,16
375,0.1667,0.43,0.2537,0,8,8
376,0.1818,0.43,0.194,0,2,2
377,0.197,0.43,0.1343,1,2,3
378,0.197,0.43,0.1642,0,1,1
379,0.1818,0.43,0.194,0,5,5
380,0.1818,0.5,0.1343,4,9,13
381,0.1515,0.47,0.2239,3,30,33
382,0.1515,0.47,0.2239,8,39,47
383,0.1515,0.5,0.2537,7,50,57
384,0.1515,0.55,0.194,9,55,64
385,0.197,0.47,0.1343,10,70,80
386,0.197,0.47,0.1343,13,80,93
387,0.2121,0.43,0.1045,12,74,86
388,0.2121,0.47,0.1642,21,72,93
389,0.2121,0.47,0.1642,6,76,82
390,0.197,0.51,0.194,4,67,71
391,0.1667,0.55,0.2537,7,85,92
392,0.1818,0.59,0.194,2,58,60
393,0.1515,0.8,0.194,4,29,33
394,0.1515,0.8,0.194,3,24,27
395,0.1212,0.93,0.2537,0,13,13
396,0.1364,0.86,0.2836,1,3,4
397,0.1818,0.86,0.3284,0,3,3
398,0.197,0.86,0.2239,0,22,22
399,0.2273,0.8,0.1642,2,26,28
400,0.2273,0.87,0.1642,3,32,35
401,0.2273,0.87,0.194,0,61,61
402,0.2273,0.82,0.194,1,124,125
403,0.2273,0.8,0.1642,1,132,133
404,0.2273,0.8,0.1343,1,98,99
405,0.2727,0.87,0.0,0,83,83
406,0.2424,0.93,0.1045,0,41,41
407,0.2576,0.93,0.0896,0,33,33
408,0.2727,0.93,0.0,1,19,20
409,0.2727,0.93,0.0,0,3,3
410,0.2273,0.93,0.1343,1,6,7
411,0.2273,0.93,0.1343,0,3,3
412,0.2273,0.93,0.1343,1,1,2
413,0.2576,0.93,0.0896,0,7,7
414,0.2576,0.93,0.0896,0,32,32
415,0.2576,0.92,0.1045,1,89,90
416,0.2576,0.93,0.1045,1,196,197
417,0.2576,0.93,0.1045,2,107,109
418,0.2727,0.93,0.1343,1,46,47
419,0.303,0.87,0.0896,5,47,52
420,0.3182,0.81,0.0896,5,65,70
421,0.4091,0.62,0.2836,11,67,78
422,0.4091,0.58,0.2537,7,68,75
423,0.4091,0.54,0.2836,4,78,82
424,0.3939,0.58,0.3881,10,94,104
425,0.3333,0.57,0.3284,7,190,197
426,0.3182,0.61,0.2836,5,156,161
427,0.2879,0.57,0.4179,4,108,112
428,0.303,0.49,0.2985,2,74,76
429,0.2879,0.49,0.4179,4,55,59
430,0.303,0.52,0.1642,6,53,59
431,0.2727,0.52,0.4627,1,27,28
432,0.2273,0.56,0.3881,5,8,13
433,0.2727,0.56,0.0,2,3,5
434,0.2727,0.56,0.0,0,2,2
435,0.2576,0.56,0.1642,0,1,1
436,0.2576,0.56,0.1642,0,1,1
437,0.2273,0.6,0.2239,0,6,6
438,0.2121,0.6,0.2239,0,35,35
439,0.2121,0.55,0.2239,1,100,101
440,0.2121,0.55,0.2836,2,247,249
441,0.2273,0.52,0.2239,3,140,143
442,0.2273,0.48,0.2985,1,56,57
443,0.2727,0.45,0.1642,5,63,68
444,0.3333,0.42,0.0,7,77,84
445,0.2879,0.45,0.1045,12,86,98
446,0.303,0.45,0.1343,6,75,81
447,0.3182,0.45,0.194,8,62,70
448,0.303,0.49,0.1343,8,83,91
449,0.3182,0.49,0.1045,8,207,215
450,0.2576,0.56,0.194,1,184,185
451,0.2273,0.56,0.3284,6,146,152
452,0.2424,0.6,0.2836,2,124,126
453,0.2273,0.6,0.2537,3,54,57
454,0.2121,0.65,0.2836,0,56,56
455,0.2121,0.65,0.3284,3,28,31
456,0.2273,0.7,0.2537,1,20,21
457,0.2273,0.7,0.2537,0,6,6
458,0.2424,0.75,0.1642,0,2,2
459,0.2121,0.8,0.2985,0,1,1
460,0.2576,0.87,0.0896,0,1,1
461,0.197,0.6,0.4179,1,4,5
462,0.2121,0.55,0.2537,0,27,27
463,0.1818,0.51,0.2836,2,66,68
464,0.1818,0.47,0.3284,7,210,217
465,0.1818,0.51,0.3582,7,159,166
466,0.1667,0.47,0.4627,6,57,63
467,0.1818,0.41,0.4627,6,53,59
468,0.1818,0.27,0.5821,11,67,78
469,0.1515,0.21,0.5821,8,65,73
470,0.1515,0.25,0.5224,6,56,62
471,0.1212,0.26,0.4478,4,61,65
472,0.1364,0.26,0.3582,0,97,97
473,0.1212,0.28,0.3582,10,151,161
474,0.1212,0.3,0.2537,1,119,120
475,0.1061,0.3,0.3284,3,93,96
476,0.0758,0.33,0.4179,1,52,53
477,0.0758,0.38,0.2836,0,41,41
478,0.0303,0.41,0.3881,1,33,34
479,0.0455,0.38,0.3284,0,27,27
480,0.0303,0.45,0.2537,0,13,13
481,0.0,0.41,0.3881,3,9,12
482,0.0303,0.41,0.2537,0,11,11
483,0.0303,0.41,0.2836,1,6,7
484,0.0152,0.48,0.2985,0,3,3
485,0.0303,0.44,0.2239,0,2,2
486,0.0152,0.44,0.2836,0,8,8
487,0.0,0.44,0.3284,1,26,27
488,0.0303,0.41,0.2537,3,37,40
489,0.0606,0.41,0.1642,3,50,53
490,0.0758,0.38,0.1343,4,59,63
491,0.1061,0.38,0.1045,10,60,70
492,0.1667,0.35,0.0,12,72,84
493,0.1364,0.33,0.1045,11,64,75
494,0.1515,0.28,0.0,10,93,103
495,0.1364,0.28,0.194,11,72,83
496,0.197,0.28,0.0,8,59,67
497,0.0909,0.35,0.194,0,54,54
498,0.1061,0.35,0.1343,6,53,59
499,0.0758,0.45,0.1642,1,44,45
500,0.1061,0.41,0.0896,0,39,39
501,0.1515,0.49,0.0,7,23,30
502,0.0758,0.57,0.1045,2,31,33
503,0.0758,0.57,0.1045,2,20,22
504,0.0758,0.57,0.1045,1,12,13
505,0.0606,0.62,0.1343,3,15,18
506,0.0606,0.62,0.1343,1,4,5
507,0.0758,0.57,0.1045,0,3,3
508,0.0758,0.57,0.1045,0,1,1
509,0.1061,0.58,0.1642,1,1,2
510,0.0758,0.62,0.1642,2,17,19
511,0.0758,0.54,0.3582,3,25,28
512,0.1061,0.46,0.3881,7,51,58
513,0.1364,0.43,0.2239,22,77,99
514,0.1212,0.37,0.4627,24,92,116
515,0.1061,0.33,0.3881,12,75,87
516,0.1364,0.28,0.3582,17,93,110
517,0.1364,0.28,0.3582,13,64,77
518,0.1364,0.26,0.3284,9,56,65
519,0.1061,0.26,0.3881,5,50,55
520,0.1212,0.3,0.2537,5,44,49
521,0.1212,0.3,0.2836,5,45,50
522,0.1061,0.36,0.2537,4,31,35
523,0.1061,0.36,0.194,5,20,25
524,0.0909,0.38,0.194,5,23,28
525,0.0606,0.41,0.2239,4,17,21
526,0.0606,0.41,0.194,0,7,7
527,0.0455,0.45,0.194,0,1,1
528,0.0303,0.45,0.2537,0,1,1
529,0.0606,0.48,0.1343,0,1,1
530,0.0606,0.48,0.1343,0,5,5
531,0.0758,0.48,0.0896,0,15,15
532,0.1212,0.48,0.0,5,79,84
533,0.1364,0.49,0.0,6,171,177
534,0.1515,0.41,0.0,4,98,102
535,0.1364,0.42,0.0,6,34,40
536,0.1212,0.46,0.1343,3,43,46
537,0.1364,0.42,0.194,11,52,63
538,0.1364,0.43,0.2239,6,54,60
539,0.1364,0.46,0.2239,2,43,45
540,0.1667,0.4,0.1642,7,50,57
541,0.1515,0.47,0.2537,4,66,70
542,0.1212,0.5,0.2537,6,178,184
543,0.1364,0.59,0.194,8,145,153
544,0.1515,0.54,0.1642,5,101,106
545,0.1364,0.59,0.194,1,80,81
546,0.1515,0.63,0.1642,6,53,59
547,0.1364,0.63,0.2239,3,32,35
548,0.1515,0.64,0.2537,3,21,24
549,0.1364,0.69,0.2836,3,6,9
550,0.1667,0.69,0.1642,0,5,5
551,0.1515,0.69,0.2239,0,2,2
552,0.1667,0.74,0.1045,0,1,1
553,0.1364,0.74,0.2239,0,9,9
554,0.1818,0.74,0.1045,1,35,36
555,0.1515,0.74,0.2239,5,103,108
556,0.1818,0.74,0.1343,5,233,238
557,0.2273,0.64,0.0896,10,134,144
558,0.2424,0.6,0.1045,6,49,55
559,0.2424,0.6,0.1343,6,55,61
560,0.2879,0.56,0.0896,21,85,106
561,0.2727,0.56,0.1343,21,72,93
562,0.3333,0.45,0.0,11,57,68
563,0.3485,0.42,0.0,21,63,84
564,0.3485,0.42,0.0,14,102,116
565,0.3333,0.45,0.0,14,208,222
566,0.3182,0.49,0.0896,7,218,225
567,0.2576,0.65,0.1642,13,133,146
568,0.2273,0.65,0.194,16,103,119
569,0.2273,0.65,0.194,5,40,45
570,0.2273,0.64,0.1642,4,49,53
571,0.2273,0.64,0.1642,3,37,40
572,0.2273,0.69,0.1343,3,14,17
573,0.2424,0.65,0.1343,0,5,5
574,0.2273,0.69,0.194,3,7,10
575,0.1818,0.86,0.2836,0,1,1
576,0.1818,0.86,0.2836,0,8,8
577,0.2121,0.87,0.2985,1,29,30
578,0.2121,0.87,0.2985,3,69,72
579,0.2121,0.87,0.2985,3,55,58
580,0.2121,0.93,0.2836,2,26,28
581,0.197,0.93,0.3284,6,35,41
582,0.197,0.93,0.3284,7,41,48
583,0.197,0.93,0.3284,4,43,47
584,0.197,0.93,0.3582,0,36,36
585,0.1818,0.93,0.4627,1,42,43
586,0.197,0.93,0.3284,1,35,36
587,0.1818,0.93,0.3582,0,26,26
588,0.2273,0.55,0.194,1,23,24
589,0.2424,0.55,0.1045,2,82,84
590,0.2273,0.69,0.0896,3,101,104
591,0.2273,0.69,0.0896,3,76,79
592,0.2121,0.74,0.0896,4,55,59
593,0.2121,0.74,0.0896,2,36,38
594,0.2121,0.74,0.0896,0,27,27
595,0.197,0.8,0.1642,0,16,16
596,0.2121,0.75,0.1343,0,9,9
597,0.2121,0.75,0.1343,1,2,3
598,0.2121,0.75,0.1642,0,2,2
599,0.2273,0.75,0.1045,1,0,1
600,0.2121,0.8,0.1045,0,4,4
601,0.197,0.8,0.1343,0,16,16
602,0.197,0.86,0.0896,2,58,60
603,0.197,0.86,0.0896,2,155,157
604,0.2121,0.86,0.0896,6,95,101
605,0.2121,0.86,0.1045,0,49,49
606,0.2121,0.93,0.1045,0,30,30
607,0.2121,0.93,0.1045,1,28,29
608,0.2121,0.93,0.1045,0,31,31
609,0.2727,0.8,0.0,2,36,38
610,0.2576,0.86,0.0,1,40,41
